species,top_folder,relative_path,extension,file_size_mb,width,height,megapixels,format,mode,frames,quality,quality_basis,error
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (10).JPG,.jpg,9.871,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (11).jpg,.jpg,1.526,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (12).jpg,.jpg,3.065,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (13).jpg,.jpg,2.907,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (14).jpg,.jpg,2.777,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (15).jpg,.jpg,2.876,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (2).jpg,.jpg,3.275,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (3).jpg,.jpg,3.219,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (4).jpg,.jpg,3.361,4608,2176,10.027,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (5).JPG,.jpg,0.097,1440,1080,1.555,JPEG,RGB,1,low,low resolution or very small file,
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (6).jpg,.jpg,3.616,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (7).jpg,.jpg,1.207,3024,4032,12.193,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (8).JPG,.jpg,0.721,1863,987,1.839,JPEG,RGB,1,medium,">=1MP, min side >=700px, file >=0.15MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼 (9).JPG,.jpg,5.056,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼.jpg,.jpg,4.651,4096,1934,7.922,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,"大西洋谷口鱼\大西洋谷口鱼Coccorella atlantica  （Parr,1928)新记录日本大图鉴Plate68U.JPG",.jpg,0.721,1863,987,1.839,JPEG,RGB,1,medium,">=1MP, min side >=700px, file >=0.15MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼Coccorella atlantica (1).JPG,.jpg,5.056,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋谷口鱼,大西洋谷口鱼,大西洋谷口鱼\大西洋谷口鱼Coccorella atlantica (2).JPG,.jpg,9.871,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大西洋齿口鱼,大西洋齿口鱼,大西洋齿口鱼\大西洋齿口鱼.jpg,.jpg,3.37,1934,4096,7.922,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\20250428-T2-5-36555-大角鮟鱇属 (1).JPG,.jpg,8.061,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\20250428-T2-5-36555-大角鮟鱇属 (2).JPG,.jpg,10.37,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\20250428-T2-5-36555-大角鮟鱇属 (3).JPG,.jpg,12.363,8688,5792,50.321,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\20250428-T2-5-36555-大角鮟鱇属 (4).JPG,.jpg,12.909,8688,5792,50.321,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\大角鮟鱇属 (1).JPG,.jpg,8.061,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\大角鮟鱇属 (2).JPG,.jpg,12.909,8688,5792,50.321,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\大角鮟鱇属 (3).JPG,.jpg,12.363,8688,5792,50.321,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大角鮟鱇属,大角鮟鱇属,大角鮟鱇属\大角鮟鱇属 (4).JPG,.jpg,10.37,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍奈氏鳕,大鳍奈氏鳕,大鳍奈氏鳕\大鳍奈氏鳕.jpg,.jpg,5.058,4160,3120,12.979,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,2018010 大鳍珍灯鱼（测序）,2018010 大鳍珍灯鱼（测序）\2018010 大鳍珍灯鱼（测序）.jpg,.jpg,5.231,3968,2976,11.809,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,2018010大鳍珍灯鱼,2018010大鳍珍灯鱼\2018010大鳍珍灯鱼.jpg,.jpg,1.915,3968,2976,11.809,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,2018026-027大鳍珍灯鱼,2018026-027大鳍珍灯鱼\2018026-027大鳍珍灯鱼.jpg,.jpg,5.509,3968,2976,11.809,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\20250426-T2-3-35504-大鳍珍灯鱼.JPG,.jpg,9.636,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\20250426-T2-3-35505-大鳍珍灯鱼.JPG,.jpg,9.779,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\20250428-T2-5-36583-大鳍珍灯鱼 (1).JPG,.jpg,8.927,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\20250428-T2-5-36583-大鳍珍灯鱼 (2).JPG,.jpg,9.717,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\IMG20230417223537_大鳍珍灯鱼.jpg,.jpg,2.615,3072,4096,12.583,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\IMG_0081-107大鳍珍灯鱼.JPG,.jpg,4.756,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\IMG_0119-107大鳍珍灯鱼.JPG,.jpg,4.834,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (1).JPG,.jpg,2.562,2448,3264,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (10).JPG,.jpg,9.717,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (11).jpg,.jpg,2.473,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (12).JPG,.jpg,8.927,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (13).JPG,.jpg,9.779,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (14).JPG,.jpg,9.636,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (15).JPG,.jpg,4.834,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (16).JPG,.jpg,4.756,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (17).jpg,.jpg,3.969,6000,4000,24.0,MPO,RGB,2,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (18).jpg,.jpg,6.461,5616,3744,21.026,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (19).jpg,.jpg,7.615,5616,3744,21.026,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (2).JPG,.jpg,2.064,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (2)_1.JPG,.jpg,2.447,2448,3264,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (2)_2.jpg,.jpg,3.875,6000,4000,24.0,MPO,RGB,2,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (20).JPG,.jpg,0.562,2560,1920,4.915,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (21).jpg,.jpg,2.381,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (22).jpg,.jpg,2.296,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (23).jpg,.jpg,2.513,4608,3456,15.925,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (24).jpg,.jpg,4.476,4096,1934,7.922,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (25).jpg,.jpg,2.707,2176,4608,10.027,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (26).JPG,.jpg,5.122,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (27).jpg,.jpg,1.116,4032,3024,12.193,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (28).jpg,.jpg,1.14,4032,3024,12.193,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (29).JPG,.jpg,0.932,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (3).jpg,.jpg,4.785,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (3)_1.JPG,.jpg,2.064,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (3)_2.jpg,.jpg,3.969,6000,4000,24.0,MPO,RGB,2,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (30).jpg,.jpg,0.8,4032,3024,12.193,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (31).jpg,.jpg,3.78,4160,3120,12.979,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (32).jpg,.jpg,2.738,2176,4608,10.027,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (33).JPG,.jpg,5.237,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (34).JPG,.jpg,4.357,3024,4032,12.193,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (35).jpg,.jpg,1.105,4032,3024,12.193,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (36).JPG,.jpg,4.936,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (37).JPG,.jpg,5.26,5472,3072,16.81,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (38).jpg,.jpg,2.615,3072,4096,12.583,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (39).JPG,.jpg,3.733,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (4).JPG,.jpg,6.045,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (4)_1.jpg,.jpg,4.785,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (40).JPG,.jpg,3.624,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (5).jpg,.jpg,6.483,5616,3744,21.026,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (5)_1.jpg,.jpg,6.461,5616,3744,21.026,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (6).jpg,.jpg,7.695,5616,3744,21.026,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (6)_1.jpg,.jpg,6.483,5616,3744,21.026,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (7).jpg,.jpg,3.364,6000,4000,24.0,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (8).jpg,.jpg,3.875,6000,4000,24.0,MPO,RGB,2,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼 (9).jpg,.jpg,3.793,4160,3120,12.979,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼.jpg,.jpg,1.12,4032,3024,12.193,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,"大鳍珍灯鱼\大鳍珍灯鱼Lampanyctus macropterus (Brauer,1904).JPG",.jpg,1.431,2560,1920,4.915,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,"大鳍珍灯鱼\大鳍珍灯鱼Lampanyctus macropterus (Brauer,1904)_1.JPG",.jpg,1.431,2560,1920,4.915,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼_1.JPG,.jpg,6.045,5472,3648,19.962,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼_2.jpg,.jpg,3.364,6000,4000,24.0,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍珍灯鱼,大鳍珍灯鱼,大鳍珍灯鱼\大鳍珍灯鱼_3.JPG,.jpg,0.562,2560,1920,4.915,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳍蛇鳗,大鳍蛇鳗,大鳍蛇鳗\大鳍蛇鳗.jpg,.jpg,0.197,1440,1080,1.555,JPEG,RGB,1,medium,">=1MP, min side >=700px, file >=0.15MB",
大鳍金眼鲷,大鳍金眼鲷,大鳍金眼鲷\大鳍金眼鲷.jpg,.jpg,3.084,4160,3120,12.979,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250430-A4-36537-大鳞拟棘鲆 (1).JPG,.jpg,11.026,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250430-A4-36537-大鳞拟棘鲆 (2).JPG,.jpg,9.645,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250430-A4-36537-大鳞拟棘鲆 (3).JPG,.jpg,11.214,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250430-A4-36537-大鳞拟棘鲆 (4).JPG,.jpg,9.85,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250430-A5-36477-大鳞拟棘鲆 (1).JPG,.jpg,10.117,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250430-A5-36477-大鳞拟棘鲆 (2).JPG,.jpg,10.647,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250523-A41-35777-大鳞拟棘鲆 (1).JPG,.jpg,11.235,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\20250523-A41-35777-大鳞拟棘鲆 (2).JPG,.jpg,9.912,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (1).JPG,.jpg,9.85,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (10).jpg,.jpg,0.56,2100,1575,3.308,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (11).JPG,.jpg,0.56,2100,1575,3.308,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (2).jpg,.jpg,0.315,1004,534,0.536,JPEG,RGB,1,low,low resolution or very small file,
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (3).JPG,.jpg,11.026,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (4).JPG,.jpg,9.645,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (5).JPG,.jpg,11.214,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (6).JPG,.jpg,10.647,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (7).JPG,.jpg,10.117,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (8).JPG,.jpg,11.235,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆 (9).JPG,.jpg,9.912,8688,4888,42.467,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞拟棘鲆,大鳞拟棘鲆,大鳞拟棘鲆\大鳞拟棘鲆citharaoides macrolepidotus.jpg,.jpg,0.315,1004,534,0.536,JPEG,RGB,1,low,low resolution or very small file,
大鳞新灯鱼,大鳞新灯鱼,大鳞新灯鱼\大鳞新灯鱼 (1).jpg,.jpg,5.911,3968,2976,11.809,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞新灯鱼,大鳞新灯鱼,大鳞新灯鱼\大鳞新灯鱼 (2).jpg,.jpg,5.909,3968,2976,11.809,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞犀孔鲷,大鳞犀孔鲷,大鳞犀孔鲷\大鳞犀孔鲷.JPG,.jpg,2.1,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞犀孔鲷,大鳞犀孔鲷,大鳞犀孔鲷\大鳞犀孔鲷_1.JPG,.jpg,2.1,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞短颌鲆,大鳞短颌鲆,大鳞短颌鲆\大鳞短颌鲆 (1).jpg,.jpg,0.515,2100,1575,3.308,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞短颌鲆,大鳞短颌鲆,大鳞短颌鲆\大鳞短颌鲆 (2).JPG,.jpg,1.283,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞短颌鲆,大鳞短颌鲆,大鳞短颌鲆\大鳞短颌鲆 (3).JPG,.jpg,1.569,3264,2448,7.99,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞短颌鲆,大鳞短颌鲆,大鳞短颌鲆\大鳞短颌鲆.JPG,.jpg,0.669,750,1000,0.75,JPEG,RGB,1,low,low resolution or very small file,
大鳞短额鲆,大鳞短额鲆,大鳞短额鲆\大鳞短额鲆.jpg,.jpg,3.457,3072,4096,12.583,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞鳞鲬,大鳞鳞鲬,大鳞鳞鲬\大鳞鳞鲬 (1).jpg,.jpg,0.668,1575,2100,3.308,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大鳞鳞鲬,大鳞鳞鲬,大鳞鳞鲬\大鳞鳞鲬 (2).JPG,.jpg,0.668,1575,2100,3.308,JPEG,RGB,1,high,">=3MP, min side >=1200px, file >=0.5MB",
大黄鱼,大黄鱼,大黄鱼\大黄鱼.jpg,.jpg,0.705,1904,968,1.843,JPEG,RGB,1,medium,">=1MP, min side >=700px, file >=0.15MB",
